Nhận xét đánh giá,Cảm xúc
hay,tốt
Thây day tôt ,tốt
giang vien  giang bai rất de hieu,tốt
không đồng ý ,tốt
thầy dạy được,tốt
tốt,tốt
Tốt,tốt
thầy dạy tốt nhiệt tình dễ hiểu,tốt
OK,tốt
Giảng viên dạy rất nhiệt tình và tận tâm,tốt
không có nhận xét,tốt
giảng dạy nhiệt tình dễ hiểu,tốt
Thầy dễ chịu,tốt
thầy giảng bài hiệu quả dễ hiểu,tốt
Thầy dạy hay,tốt
Thầy dạy hay nhiệt tình,tốt
được,tốt
Hài lòng về cách giảng dạy và ôn tập của thầy với sinh viên,tốt
thay giao tốt,tốt
Tốt,tốt
tốt tận tình,tốt
Không có ý kiến ,tốt
Tốt,tốt
thầy dạy rất nhiệt tình,tốt
tốt,tốt
trình bày nội dung bài giảng không được rõ ràng và dễ hiểu lắm,tốt
thầy dạy bảo nhiệt tình,tốt
Giảng viên hướng dẫn dễ hiểu thú vị ,tốt
tốt,tốt
d,tốt
không co nhan xet,tốt
thầy dạy tốt,tốt
Thầy dạy hay và sát với nội dung không có đề xuất,tốt
Tốt ,tốt
Dạy tốt,tốt
Thầy dạy tốt nhiệt tình Nhưng được điểm tuyệt đối của thầy hơi khó,tốt
tốt,tốt
Giáo viên vui vẻ nhiệt tình dễ hiểu,tốt
Tot,tốt
Giáo viên dạy tốt nhiệt tình,tốt
Tốt,tốt
Hài lòng với giảng viên,tốt
tốt,tốt
thầy dạy rất tốt nhiệt tình với sinh viên,tốt
Tot,tốt
rraats tôt,tốt
dạy ki,tốt
thầy giáo rất nhiệt tình và có kiến thức rất sâu rộng,tốt
Môn học bổ ích ,tốt
thầy dạy tốt,tốt
Không có ý kiến,tốt
Em thấy giảng viên tận tình giảng dạy cho sinh viên ,tốt
môn học hay nhiều bài tập được giải cụ thể rõ ràng,tốt
thây day tôt nhiêt tinh,tốt
đề thi có chút sai sót về đáp án Mong thầy cô xem xét đề kĩ hơn,tốt
Hài lòng ạ,tốt
thay dạy tốt de hieu,tốt
rất de hieu bai,tốt
giảng viên dạy dễ hiểu và nhiệt tình giúp học sinh dễ dàng nắm vững kiến thức,tốt
hài lòng với giảng viên giảng dạy môn học này ,tốt
Kiến thức truyền đạt dễ hiểu,tốt
Thầy dạy nhiệt tình tài liệu phong phú ,tốt
Thay dạy hay,tốt
Môn học thú vị,tốt
Môn học hay,tốt
thầy dạy tốt,tốt
hay,tốt
dạy tốt,tốt
Giáo viên dạy tốt,tốt
Tốt,tốt
Good,tốt
thầy rất nhiệt tình và cách dạy cũng dễ hiểu,tốt
tốt,tốt
Giang viên nhiêt tinh trinh bay dê hiêu nhưng chưa co sưc thu hut sinh viên vao bai giang,tốt
no cmt,tốt
muốn sau này được học thầy ,tốt
Thầy dạy dễ hiểu ,tốt
nhiệt tình trong công việc,tốt
không có ý kiến,tốt
good,tốt
Thầy dạy hay,tốt
dễ hiểu,tốt
thầy dạy rất có tâm và vui tính,tốt
không có nhận xét,tốt
hay và dễ hiểu,tốt
thời gian môn học quá ngắnkhông tiếp thu kiến thực kiệp thời  ,tốt
Dạ em không dám có ý kiến gì hết,tốt
Giảng viên dạy tốt,tốt
Tốt,tốt
Good,tốt
không,tốt
rất tốt ạ,tốt
tốt,tốt
Cần quan tâm sinh viên nhiều hơn,tốt
tốt,tốt
thầy dạy ngắn gọn dễ hiểu,tốt
giáo viên dạy tốt,tốt
Không,tốt
tốt,tốt
Thầy dạy khá hay  tận tình chỉ những chổ sinh viên không hiểu,tốt
tốt,tốt
Giảng viên giảng bài rất dễ hiểu,tốt
không co,tốt
Giảng viên giảng dạy dễ hiểu,tốt
Không có,tốt
dạy rất hay,tốt
Giảng dạy sâu hơn ,tốt
không ý kiến,tốt
Day kho hiêu nhanh,tốt
giáo viên dạy tốt,tốt
Ok ạ,tốt
không co ý kiến,tốt
giảng dạy dễ hiểu giúp sinh viên tiếp thu nhanh,tốt
ok,tốt
Thầy dạy dễ hiểu nhiệt tình giải đáp mọi thắc mắc,tốt
dễ hiểu,tốt
rất hay,tốt
Hơi kho hiêu nhiêt tinh,tốt
Rất tốt  ,tốt
Thầy dạy rất hay trình bày dễ hiễu  nhiệt đới ình giảng lại  nhưng phần sinh viên chưa hiểu,tốt
Không có nhận xét,tốt
giáo viên rất giỏi  giảng dạy từ tốn  luôn theo sát kiến thức để nắm rõ kiến thức,tốt
giảng viên có trình độ chuyên môn tốt giảng dạy nhiệt tình dễ hiểu,tốt
tốt,tốt
không Co nhan xet,tốt
Không có ý kiến,tốt
giảng viên giảng nhiệt tình tâm huyết,tốt
tốt,tốt
Tốt,tốt
thầy dạy tốt,tốt
tốt,tốt
tốt,tốt
em không có ý kiến,tốt
mong thầy giảng chậm và dễ hiểu hơn ,tốt
Không có đề xuất gì,tốt
dạy tốt,tốt
Không có nhận xét,tốt
Thầy nhiệt tình,tốt
Rất tốt,tốt
không có,tốt
Được,tốt
nhiệt tình ,tốt
Em không có ý kiến,tốt
giáo viên giảng dạy nhiệt tình,tốt
không,tốt
tốt,tốt
giang viên day tôt,tốt
Tốt,tốt
OK,tốt
giảng viên dạy dễ hiểu,tốt
thầy dạy dể hiểu tận tình chị dạy nhưng chưa có tâm nhắc nhở sinh viên,tốt
thầy tích cực xây dựng bài,tốt
không co y kiên,tốt
học rất vui và thoải mái lắm ạ,tốt
Tốt,tốt
tốt,tốt
Nhiệt tình vui vẻ hòa đồng,tốt
Tốt,tốt
Tiết của thầy học thoải mái,tốt
Tốt ,tốt
Bình thường,tốt
Không có ý kiến,tốt
Thầy dạy kỹ ,tốt
giảng dạy nhiệt tìnhhiểu tâm lý truyền đạt kiến thức,tốt
tốt,tốt
 em k có ý kiến gì ,tốt
Tốt,tốt
rất tốt,tốt
thầy giảng rất hay,tốt
Không có nhận xét,tốt
Tạm được,tốt
không có ý kiến ,tốt
tốt,tốt
Không nhận xét gì thêm,tốt
Thầy khá vui tính,tốt
ổn,tốt
không ý kiến ,tốt
Không có,tốt
Tốt,tốt
Thầy dạy vui lắm Em yêu thầy ,tốt
Không có nhận xét,tốt
gv dạy tốt lắm,tốt
vui tính nhiệt tình,tốt
Khá hài lòng về môn học trên,tốt
không,tốt
Tốt,tốt
môn học rất hay,tốt
Dạy hay Thú vị gần gủi với sinh viên,tốt
Tot ,tốt
Không có,tốt
mon hoc rất thu vi,tốt
Tốt,tốt
Tốt ,tốt
tốt,tốt
good,tốt
không có đề xuất gì,tốt
Tốt,tốt
Tốt,tốt
Giảng bài rất dễ hiểu nhiệt tình,tốt
rất tôt,tốt
Chấm bài  quá ẩu không chấm hết bài,tốt
Không có,tốt
không ý kiến,tốt
tốt,tốt
vui vẻ,tốt
tốt,tốt
thầy dạy tốt,tốt
Thích cách của thầy dạy,tốt
Giảng viên dạy tốt,tốt
là môn học có ích,tốt
giang viên vui ve thân thiên xây dưng bai hoc thu vi,tốt
ok,tốt
Không nhận xét,tốt
Ok,tốt
thầy dạy vui dễ hiểu,tốt
tạm ổn ,tốt
tạm được,tốt
không ý kiến,tốt
So good,tốt
good,tốt
thầy giảng bài dễ hiểu,tốt
Thầy tận tâm với từng bài giảng,tốt
Tốt,tốt
rất hay,tốt
không ổn,tốt
tốt,tốt
Em rất hài lòng với cách dạy của thầy,tốt
Giáo viên giảng dạy nhiệt tình hăng say Bài giảng sinh động giúp học sinh dễ tiếp thu bài,tốt
tốt,tốt
giảng vien nhiệt tình,tốt
được,tốt
Giáo viên dạy rất hay,tốt
Rất tốt,tốt
thầy dạy tốt hài lòng,tốt
không co,tốt
môn học hay,tốt
thầy dạy rất hay và giản bày dễ hiểu và thân thiện,tốt
rất tốt,tốt
ok,tốt
thay dạy tốt,tốt
không ý kiến ,tốt
trung bình ,tốt
tốt,tốt
Dc,tốt
Không có ý kiến,tốt
em không có ý kiến gì thêm,tốt
Nhiệt tình,tốt
tiết học sôi động giàng viên tốt tích cực trao đổi với sinh viên,tốt
Thầy giảng bài hay dễ hiểu và vui vẻ,tốt
Không có ý kiến,tốt
Thầy dạy tốt,tốt
không có nhận xét gì thêm,tốt
giảng dạy môn học tốt,tốt
thầy dạy cũng tốt,tốt
cach dạy cua thay chua tốt lam,tốt
giảng dạy nhiệt tình,tốt
không có ý kiến gì thêm,tốt
tốt không có đề xuất,tốt
tốt,tốt
giáo viên dạy rõ hơn các kiến thức,tốt
Thầy dạy rất hay,tốt
không hài lòng,tốt
không đánh giá gì thêm,tốt
Giảng viên tốt,tốt
thầy rất vui tính giảng dạy nhiệt tình truyền đạt kiến thức rất dễ hiểu,tốt
Giảng bài hay,tốt
tốt,tốt
không có ý kiến gì thêm,tốt
rất tốt,tốt
tốt ,tốt
Tuyệt,tốt
tốt ,tốt
1,tốt
e rớt môn,tốt
THẦY QUAN TÂM TỚI LỚP VÀ TẬN TÌNH,tốt
tốt toàn diện,tốt
em cảm ơn thầy,tốt
Thây gân gui thân thiên vui tinh Thây co cac vi du thưc tê giup em nhanh tiêp thu bai hoc,tốt
Tôt,tốt
Thiêu kinh nghiêm,tốt
tốt,tốt
tốt,tốt
Cô dạy còn chưa giảng cặn kẽ cho học sinh hiểu ,tốt
42592,tốt
Không có ý kiến,tốt
Tôi không có nhận xét và đề xuất nào đối với môn học này,tốt
tốt,tốt
Giảng viên nhiệt tình bài giảng chi tiết dễ hiểu,tốt
Cô dạy tốt ngoài trừ việc cô hay dỗi chỉ vì lớp ồn,tốt
tốt,tốt
không ý kiến,tốt
tốt,tốt
hài lòng với giảng viên giảng dạy môn học,tốt
không,tốt
giảng viên dạy tốt hơi khó hiểu,tốt
Cô dạy khó hiểu,tốt
ổn,tốt
Dạy khó hiểu quá,tốt
KHong có gì thêm,tốt
Cô cố gắng tạo thêm không khí vui tươi cho học sinh dễ gây buồn ngủ ,tốt
Học trên mạng còn dễ hiểu hơn,tốt
cô nên giảng bài chậm lại,tốt
tốt,tốt
Không có gì,tốt
Điều chỉnh lại cách giảng dạy,tốt
không có đề xuất gì,tốt
thầy hiền và tốt bụng lắm ạ,tốt
không,tốt
K thực sự tốt,tốt
tốt,tốt
Co dạy không nhiệt tình kien thuc không vung,tốt
cô dạy rất tốt,tốt
Cô dạy tốt Không mong muốn gì hơn,tốt
dạy nhiệt tình tốt,tốt
không có,tốt
cô rất nhiệt tình trong giảng dạy  cách giảng dạy hay và giảng bài rất dễ hiểu,tốt
cô dạy rất nhiệt tình và có tâm huyết với nghề của mình em rất thích cách dạy của cô và em k có ý kiến gì ạ,tốt
Không,tốt
Thầy dạy dễ hiểu,tốt
cô dễ thươngdạy kĩ,tốt
tốt,tốt
nope,tốt
Giảng viên dạy tốt,tốt
tốt,tốt
ok,tốt
Cô giảng dễ hiểu Cho học sinh xung phong làm bài tập Mong cô sẽ giảng dạy nhiều kiến thức hay hơn,tốt
cô dạy hay tận tình tôi rất thích học môn của cô,tốt
không có nhận xét,tốt
môn hoc rât co ich đôi vơi sinh viên năm đâu chung em,tốt
tốt,tốt
thích,tốt
cô dạy dễ hiểu Không nên điểm danh giữa giờ ,tốt
Cô dạy nhiệt tình còn khá dễ dãi trong việc lấy điểm cộng giờ giấc đúng giờ nghiêm khắc ,tốt
không có nhận xét gì thêm,tốt
Cô vui tính dạy được ,tốt
không có ý kiến,tốt
cô hơi dê tinh kho tinh hơn  chut thi se tôt hơn vi dê tinh qa sv k hoc thi k day mât tgian ca ,tốt
Cô dạy quá tuyệt vời rất dễ hiểu,tốt
Nhiệt tình thân thiện,tốt
giang dạy tốt,tốt
tốt,tốt
Giảng bài chưa rõ ràng,tốt
dễ hiểu,tốt
giảng dạy tốt,tốt
hoàn toàn tốt,tốt
Giảng viện dạy tốt nhiệt tình Nhưng cần phải có phương pháp giảng dạy để sinh viên dễ hiểu bài hơn nữa,tốt
cô nhiệt tình,tốt
cô dạy khó hiểu quá,tốt
cô dạy hay,tốt
bình thường,tốt
Giảng viên giảng dạy nhiệt tình trình bày nội dung bài giảng rõ ràng và dễ hiểukhách quan công bằng trong kiểm tra đánh giá em rất hài lòng với giảng viên giảng dạy môn học này,tốt
Dạy tốt giúp sinh viên mau tiếp thu,tốt
giáo viên nhiệt tìnhgiảng bài dễ hiểu,tốt
cô nhiệt tình nhưng cần nghiêm khắc để lớp học không ồn ào,tốt
Không,tốt
được,tốt
tốt,tốt
Giảng dạy được,tốt
Cô dạy hay và nhiệt tình ,tốt
Cô giang rât kho hiêu noi thi nho sv không thê tiêp thu bai hoc ngay đươc,tốt
giảng viên dạy rất khó hiểu,tốt
không có nhận xét,tốt
Dạy dễ hiểu ,tốt
k,tốt
không co nhan xet,tốt
Không có ý kiến gì thêm,tốt
tốt,tốt
không co nhan xet,tốt
tân tinh va dê hiêu,tốt
tốt,tốt
không,tốt
tốt,tốt
co nhiệt tình va giang bai de hieu ,tốt
không có nhận xét,tốt
không có,tốt
Cô dạy hay,tốt
giáo viên nhiệt tình,tốt
tốt,tốt
không tốt lắm,tốt
giảng viên dạy và giúp đỡ học sinh tốt,tốt
Co dạy tốt,tốt
rất hài lòng,tốt
không,tốt
Không,tốt
Thầy dạy hay nhưng hơi nhanh,tốt
tốt,tốt
thầy dạy tốt nhưng quá nhanh ,tốt
Giảng viên dạy tốt nhiệt tình dễ hiểu,tốt
Giáo viên dạy tốt,tốt
Dạy nhiệt tình dễ hiểu bài,tốt
không có nhận xét gì,tốt
không,tốt
Không có,tốt
Tốt,tốt
Giảng viên giảng bài quá nhanhthời gian học ngắn không đủ để tiếp thu,tốt
Không có ý kiến,tốt
không co nhan xet gi them,tốt
Thầy dạy tốtcó tinh thần trách nhiệm và giúp học sinh hiểu bài,tốt
Thầy nhiệt tình giảng dạyhay,tốt
OKOKOK,tốt
Tốt,tốt
Tốt,tốt
Không có nhận xét,tốt
Tốt,tốt
không được,tốt
Phương pháp thầy dạy rất hay,tốt
Tôt,tốt
Giao viên nhiêt tinh,tốt
KHÔNG,tốt
tốt,tốt
khá,tốt
không ý kiến,tốt
Giáo viên dạy nhanhnói nhanh nói thì không được rõ rànghơi khó nghe ,tốt
Tốt,tốt
Giảng viên dạy hay,tốt
thay dạy de hieu,tốt
môn học khó,tốt
Không có đề xuất,tốt
tốt,tốt
thầy dạy nhanh và nói nhiều quá,tốt
Giảng viên giảng dạy nhiệt tình,tốt
Thầy dạy dể hiểu Nhưng kiến thức quá nhiều khó nhớ hết,tốt
Thầy giảng hơi nhanh nhưng nhiệt tình Thầy điểm danh khá gắt ,tốt
thây khá nghiêm khấc và khó tính đi học muộn p là k điểm danh ,tốt
Thầy tận tình với sinh viên Luôn cho những lời khuyên tốt cho việc học tập,tốt
Tốt,tốt
huong dan cach giai bai toan rất ky kuong,tốt
Tốt ,tốt
Môn học rất hay,tốt
giảng viên giảng bài dài dòng khó hiểu,tốt
ok,tốt
Không nhận xét và đề xuất gì,tốt
K có,tốt
thầy dạy nói nhanh,tốt
không có nhận xét gì thêm,tốt
tốt,tốt
Thầy dạy được,tốt
không có nhận xét,tốt
Giáo viên dạy tốt tốt,tốt
em không có ý kiến gì,tốt
Tốt,tốt
Tôt,tốt
giảng viên dạy đôi lúc khó hiểu,tốt
dạy có tâm,tốt
khá khó ,tốt
tốt,tốt
nothing,tốt
không,tốt
Giảng hiểu bài,tốt
Không có ý kiến,tốt
Không có đề xuất gì thêm,tốt
thầy dạy hay,tốt
Gv nhiệt tình dễ hiểu,tốt
không nhận xét,tốt
thây day nhiêt tinh nhưng em thây cach day cua thây không phu hơp vơi em cu thê la nhiêu chô cân day ki thi thây lươt qua con chô đa hiêu rôi thi thây day hoai lang mang ,tốt
không ý kiến,tốt
GV nói nhanh và liên tục nhưng giải bài tập rất dễ hiểu,tốt
Không có gì,tốt
Thầy dạy tận tình,tốt
Giáo viên dạy rất hay,tốt
có trách nhiệm dạy tốt,tốt
Kiến thức môn học Tối ưu hóa rất cần cho sinh viên giúp sinh viên có khả năng tư duy tốt hơn tạo điều kiện để học các môn chuyên ngành về CNTT,tốt
Không,tốt
Dạy dể hiểu,tốt
Không có nhận xét gì thêm,tốt
Em hài lòng với giảng viên,tốt
thầy dạy hiểu bài,tốt
Thầy dạy dễ hiểu,tốt
Gv dạy nhiệt tình,tốt
không,tốt
Thầy dạy hay,tốt
Nhiệt tình chu đáo giỏi chuyên môn,tốt
miễn bình luận,tốt
thầy dạy rất hay,tốt
Môn học cần được soạn giáo trình như những môn khác,tốt
không co đê xuât,tốt
đa phần thầy chỉ nói trên slide và không có ứng dụng thực tế nếu ứng dụng nhiều hơn thì môn AI sẽ hấp dẫn và dễ hiểu hơn,tốt
tốt,tốt
tốt,tốt
Ok,tốt
Thầy dạy khó hiểu kiến thức  Môn siêu khó,tốt
Môn học rất hay tuy nhiên thầy dạy không lôi cuốn được sự chú ý của sinh viên gây nhàm chán,tốt
mon hoc tốt,tốt
Môn học rất hay,tốt
không có,tốt
cảm thấy hài lòng,tốt
thầy dạy hay,tốt
giao vien nhiệt tình,tốt
phương pháp dạy khó tiếp thu được kiến thức,tốt
tốt,tốt
z,tốt
Có tâm trong công việc nhiệt tình trong giảng dạy,tốt
được,tốt
thầy dạy nhiệt tình,tốt
Được,tốt
Em hoàn toàn đồng ý về kiến thức và sự nhiệt tình của thầy Tuy nhiên cách dạy của thầy không bao hàm được sinh viên không gây hứng thú không tạo động lực Cách dạy thầy cũ rồi,tốt
Thầy dạy rất chi tiết dễ hiểu  nhiều tài liệu tham khảo rất bổ ích Công bằng và khách quan trong việc đánh giá điểm quá trình cũng như điểm số của Sinh Viên ,tốt
giảng viên dạy còn nhiều điều chưa hiểu,tốt
Thầy dạy hay nhưng lúc báo cáo đồ án thầy chấm điểm em thấy chưa công bằng,tốt
chưa hài lòng,tốt
không có đề xuất gì,tốt
Hài lòng ,tốt
Thầy giảng bài dễ hiểu,tốt
Thầy dạy tốt,tốt
thầy rất khó,tốt
khá tốt,tốt
Không còn gì để nói,tốt
Thấy khá tốt,tốt
thầy cô dạy rất hay,tốt
Thấy cung cấp đầy đủ các kiến thức của môn học,tốt
bình thường,tốt
Không có ý kiến gì thêm,tốt
đồng ý,tốt
tốt,tốt
Giáo viên dạy tốt tốt,tốt
ok,tốt
tốt,tốt
không ý kiến,tốt
không ý kiến,tốt
Thầy nhiêt tình,tốt
Tốt,tốt
Thầy dạy hay nhiệt tình,tốt
Thầy dạy tốt nhiệt tình,tốt
Thầy có tinh thần trách nhiệm cao và tinh thần cầu tiến cho học sinh,tốt
Thầy giảng bài rất chi tiết ,tốt
Không có ý kiến,tốt
bình thường,tốt
day chan,tốt
Giảng viên dạy hay có kiến thức sâu rông nhưng về phần kiểm tra đánh giá sinh viên còn khá chủ quan theo cảm tính,tốt
thầy rất nhiệt tình,tốt
Cách dạy của thầy chưa hợp lý,tốt
chất lượng truyền đạt kiến thức tốt,tốt
tốt,tốt
Thầy dạy rất hây rất tốt khoa học dễ hiễu Mặc dù môn học thì khó quá  rất nễ phục thầy,tốt
Thầy Bảy dạy hay nhiệt tình,tốt
Thầy dạy nhiệt tình,tốt
em không có nhận xét,tốt
cần hướng dẫn thêm về đồ án,tốt
Chưa tốt,tốt
Không có nhận xét,tốt
Thầy rất tận tụy với sinh viên ,tốt
có  số mâu thuẫn trong kiến thức môn học,tốt
tốt,tốt
Thầy dạy hay nhưng hơi khó trong phần thuyết trình đồ án,tốt
Giảng viên dạy tốt,tốt
Giảng viên nhiệt tình trong giảng dạy,tốt
truyền dạy những kiến thức chuyên sâu,tốt
Không có,tốt
tốt,tốt
Không có ý kiến,tốt
good,tốt
không,tốt
tốt,tốt
tôt,tốt
tốt,tốt
TOT,tốt
giáo viên nhiệt tình giẩng bài dễ hiểu,tốt
thầy dạy tốt,tốt
Thầy dạy tốt,tốt
Không có đề xuất,tốt
không tốt,tốt
chấm điểm không công bằng,tốt
good,tốt
Thầy dạy dễ hiểu nhiệt tình,tốt
dạy tốt,tốt
Tốt,tốt
Bình thường,tốt
Môn học rất cần thiết với sinh viên sát với thực tế,tốt
thầy dạy rất sát tài liệu,tốt
Không có ý kiến khác,tốt
tốt ,tốt
tốt,tốt
thầy dạy nhiệt tình có tâm huyết với nghề luôn luôn lắng nghe sinh viên,tốt
tốt,tốt
tốt,tốt
mong giáo viên dạy kỹ hơn,tốt
Không có đề xuất nào,tốt
Hay,tốt
Thầy dạy cuốn hút sinh viên,tốt
 vui vẻ nhiệt tình hướng dẫn,tốt
nice,tốt
tốt,tốt
tôt,tốt
Giáo viên tích cực giảng dạy Dễ hiểu,tốt
Giáo viên dạy tốt,tốt
tôt,tốt
thầy dạy rất tốt,tốt
dạy tốt nhưng khó làm đồ án vì môn này thiên về hệ thống nhúng,tốt
thầy dạy rất tốt,tốt
Tốt,tốt
Thầy vui tếnh,tốt
không có ý kiến,tốt
khá tốt,tốt
không có,tốt
Thấy có kiến rộng biết nhiều về ngành mạng mong cho thầy dạy thêm những môn chuyên về cấu hình thiết bị triển khái hệ thống mạng,tốt
Tốt,tốt
tôt,tốt
Tốt,tốt
không có,tốt
tốt,tốt
giảng viên nhiệt tình,tốt
hài lòng,tốt
cô nhiệt tình với sinh viên,tốt
không có đề xuất,tốt
rất vui khi được học cô,tốt
Bình thường,tốt
hay,tốt
Giáo viên rất tốt,tốt
giảng viên nhiệt tình gần gũi với sinh viên,tốt
không tốt,tốt
cô dạy tốt nhưng có đôi lúc cô hơi căng thẳng chắc do áp lực công việc,tốt
Giảng viên nhiệt tình,tốt
Cô dạy nhiệt tình dễ hiểu,tốt
tốt,tốt
cô dạy tốt dễ hiểu,tốt
Hiểu thông nhiều vấn đề về phần cốt lõi về truyền thông cách truyền và các điều kiện kiểm tra lỗi,tốt
Tốt,tốt
không có nhận xét gì,tốt
giáo viên có kỹ năng tốt,tốt
giảng viên nhiệt tìnhdạy dễ hiểu,tốt
giao viên day tôt,tốt
tạm ổn,tốt
Thầy dạy từng bước rõ ràng  chi tiết  tập trung vào các phần chính  giúp em hiểu hơn về môn học này ,tốt
Thầy dạy hay dễ hiểu,tốt
thầy dạy hay  dễ hiểu ,tốt
thây day nhiêt tinh,tốt
Môn học rất hay,tốt
Giảng viên giảng dạy nhiệt tình,tốt
rất hài lòng ,tốt
Thầy Hồ Vũ tuyệt vời,tốt
Không ý kiến,tốt
tốt,tốt
Thầy dạy dễ hiểu nhiệt tình,tốt
Làm và sửa bài tập nhiều hơn,tốt
Tốt,tốt
hài lòng,tốt
Giảng viên dạy tốt,tốt
thầy dạy cần quan tâm lớp hơn,tốt
Kha tôt,tốt
Khong,tốt
không có ý kiến,tốt
không có ý kiến,tốt
Giảng viên giảng bài dễ hiểu,tốt
Em hài lòng với giảng viên,tốt
Tốt ,tốt
dạy hay,tốt
đôi lúc có chỗ hơi khó hiểu  nhưng xét chung thầy dạy tốt  kiến thức rõ ràng,tốt
em không có ý kiến gì,tốt
Không có ý kiến,tốt
Thầy rất nhiệt tình ,tốt
giảng viên giảng dạy tốt,tốt
Dạy nhiệt tình dễ hiểu bài ,tốt
thay dạy tốt,tốt
Thầy dạy được,tốt
giảng viên giảng dạy rất có tâm và nhiệt huyếtdễ hiểu và tiếp thu ,tốt
thầy dạy tốt,tốt
Giáo viên dạy tốt,tốt
Không có đề xuất gì thêm,tốt
Không có đề xuất gì,tốt
dạy hay và dể hiểu,tốt
dạy rất nhiệt tình,tốt
Thầy dạy tốt,tốt
không co ý kiến,tốt
thầy dạy dể hiểu ôn rất kỉ,tốt
Giảng viên dạy tốt,tốt
Giảng viên dạy tốt dễ hiểu,tốt
Không,tốt
Không,tốt
Không nhận xét và đề xuất gì,tốt
thầy dạy rất máy móc,tốt
Không có ý kiến,tốt
Tốt,tốt
Không,tốt
không co nhan xet gi them,tốt
tốt,tốt
Thầy dạy tốtcó tinh thần trách nhiệm và giúp học sinh hiểu bài,tốt
tốt,tốt
Tốt,tốt
dạy de hieu,tốt
tốt,tốt
Giáo viên không có tâm,tốt
KHÔNG,tốt
Tốt,tốt
Không có,tốt
GV dạy dễ hiểu,tốt
tôt,tốt
hai long,tốt
không có ,tốt
Tôi đồng ý,tốt
Tương đối,tốt
không có nhận xét,tốt
giáo viên giảng dạy khá tốt không có ý kiến gì thêm,tốt
tạm được,tốt
Giảng dạy được,tốt
rất hài lòng,tốt
GV nhiệt tình,tốt
Không có ý kiến,tốt
không co,tốt
dạy hay,tốt
không có gì,tốt
Dạy tốt giúp sinh viên mau tiếp thu,tốt
tốt,tốt
thay dạy hay nhiệt tình,tốt
thay dạy em không hieu gi het,tốt
dạy hayde hieu,tốt
giảng viên dạy tốt,tốt
dạy tốt hiểu bài vui vẻ,tốt
sinh viên không nhận xét gì thêm,tốt
được,tốt
tốt,tốt
Tốt,tốt
giảng dạy tốt,tốt
Thầy giảng bài khó hiểu,tốt
Good,tốt
không ý kiến,tốt
tốt,tốt
Tốt ,tốt
tốt,tốt
Ok,tốt
gv giảng bài khó hiểucho điểm khắc khe,tốt
tốt,tốt
Giảng dạy dễ hiểu,tốt
GV có tâm,tốt
không có,tốt
GV nhiệt tìnhgiải đáp mọi thắc mắc của sv,tốt
Giáo viên dạy tốt tốt,tốt
không ý kiến,tốt
thầy rất nhiệt tình ,tốt
tốt,tốt
không co,tốt
tốt ,tốt
thầy dạy tốt,tốt
Tương đối tốt,tốt
Thầy dạy hay ,tốt
cảm thấy hài lòng,tốt
không có nhận xét,tốt
Môn học khá trừu tượng và cần suy nghĩ rất nhiều Tuy nhiên môn học rất bổ ích,tốt
môn học rất chất lượng,tốt
Thầy dạy hay và rất nhiệt tình ,tốt
thây day tôt,tốt
không,tốt
giảng viên đuọc,tốt
tốt,tốt
không co ý kiến,tốt
giảng viên dạy nhanh quá nên cũng chưa được tốt lắm ,tốt
Thật khó nắm kiến thức,tốt
tốt,tốt
không có nhận xét,tốt
dễ hiểu,tốt
Thầy dạy khó hiểu Nhìn slice chả hiểu gì mà hỏi thầy cũng không hiểu luôn,tốt
thầy vui tính và dạy rất dễ hiểugần gữi với thực tế,tốt
GV ổn,tốt
rất tốt,tốt
Thầy dạy rất nhiệt tình,tốt
thầy dạy hay,tốt
tốt,tốt
không co nhan xet,tốt
không có,tốt
hoàn toàn tốt,tốt
Giảng bài khó hiểu,tốt
Giảng viên nhiệt tình với sinh viên,tốt
không có nhận xét,tốt
không có,tốt
Thầy dạy rất hay  đúng với nội dung kiểm tra cuối kì,tốt
tốt,tốt
Thầy dạy hay vui vẻ nhiệt tình thân thiệnChỉ dạy sinh viên hết lòng,tốt
quan tâm sinh viên môn học có ích ,tốt
tốt,tốt
Không có đề xuất,tốt
lớp quá đông khó khăn trong việc nhận tài liệu,tốt
không co,tốt
số lượng câu hỏi trong đề thi quá ít  nên bổ sung thêm vài câu lý thuyết  giảm bớt câu hỏi bài tập,tốt
nhiệt tình giảng dạy dạy dễ hiểu,tốt
Cần giáo viên có tâm hơn trog hoạt động giảng dạy,tốt
hài lòng,tốt
Giảng viên dạy tốt,tốt
Không có ý kiến,tốt
Tốt,tốt
Giáo viên dạy tốt ,tốt
không,tốt
Thầy dạy rất nhiệt tình và dể hiểu,tốt
không,tốt
hài lòng,tốt
thầy dạy tốt dễ hiểu bài,tốt
Thây day tich cưc kiên thưc năm vưng ,tốt
Thầy dạy rất tích cực,tốt
Tot,tốt
Giảng viên giảng dạy nhiệt tình trình bày nội dung bài giảng rõ ràng ,tốt
Giáo viên giảng dễ hiểu dễ tiếp thu bài,tốt
không ý kiến,tốt
Giáo vien giảng dạy nhiệt tinh,tốt
good,tốt
Giảng dạy va xây dưng bài tốt,tốt
tốt,tốt
Tốt ,tốt
Không,tốt
Tốt,tốt
dạy tốt,tốt
Thầy đẹp trai giảng bài dễ hiểu rất hiền,tốt
tốt,tốt
Tốt,tốt
Giảng viên hướng dẫn sinh viên làm bài khá chi tiết,tốt
