Khó tiếp thu hết 100% kiến thức,tệ,,
không có ,bình thường,,
Ồn,tệ,,
ít sự tương tác,tệ,,
 ,không liên quan,,
Mang yếu,tệ,,
Mạng yếu,tệ,,
không hiểu bài,tệ,,
Khó tiếp thu ,tệ,,
đường truyền internet có khi bị giựt lác,tệ,,
mạng lag và cúp điện,tệ,,
"Không được trao đổi trực tiếp với giảng viên ,bạn bè không có cơ hội học tập giao lưu và học hỏi lẫn nhau ,chưa biết được những cơ sở vật chất của trường ,Học online dễ mất tập trung và sao lãng dẫn đến không hiểu bài nhiều hơn",rất tệ,,
"đường truyền yếu, ",tệ,,
đường truyện mạng kém,tệ,,
không hiểu bài hết,tệ,,
hya rớt mạng ,tệ,,
"Dễ nản, chán",tệ,,
hạn chế về đường truyền internet,tệ,,
"đường truyền kém, không có không gian riêng để học",tệ,,
Rớt mạng,tệ,,
Không thể hỏi bài giảng viên nhiều hơn không tương tác được nhiều,tệ,,
Không tiếp thu được hết bải giảng,tệ,,
Không có,bình thường,,
không có,bình thường,,
không được trao đổi trực tiếp với thầy cô bạn bè     ,tệ,,
Không,bình thường,,
"Khó tiếp thu bài giảng, mạng không ổn định",tệ,,
mạng ,tệ,,
Không khó khăn gì,tệ,,
Khó hiểu ,tệ,,
Mạng internet không ổn định ,tệ,,
Đường truyền internet đôi khi không ổn định,tệ,,
"Đường truyền mạng có lúc không ổn định, tiếng ồn xung quanh.",rất tệ,,
không ,bình thường,,
không có,bình thường,,
đường truyền Internet,tệ,,
Mạng của em chầp chờn,tệ,,
khó hiểu,tệ,,
Đường truyền yếu ,tệ,,
đường truyền mạng kém,tệ,,
Tình trạng mạng còn gặp vấn đề,tệ,,
Mạng internet thường xuyên có vấn đề,tệ,,
Mạng nhiều lúc không ổn định,tệ,,
Dễ mất tập trung,tệ,,
đường truyền kém,tệ,,
hạn chế về đường truyền internet,tệ,,
Mạng còn lag ,tệ,,
Khó tiếp thu được hết bài giảng,tệ,,
Khó tiếp thu bài giảng,tệ,,
khó tập trung bài giảng ,tệ,,
Chán nản,tệ,,
không có,bình thường,,
Khó hiểu bài và trao đổi hơn trực tiếp,tệ,,
vấn đề về mạng,tệ,,
" khó khăn về đường truyền không tốt , bài tập đôi khi không gửi được",tệ,,
nhiều lúc mạng chập chờn,tệ,,
Mạng hay bị trục trặc ,tệ,,
không được trao đổi trực tiếp với thầy cô bạn bè,tệ,,
Không,bình thường,,
đôi khi rớt mạng,tệ,,
khó hiểu bài,tệ,,
Mạng Internet không ổn định,tệ,,
Lỗi mạng,tệ,,
Mạng yếu khó tập trung,tệ,,
Mạng đôi khi bị ngắt kết nối,tệ,,
Ko có,bình thường,,
Mạng yếu,tệ,,
không có ,bình thường,,
Ko có gì,bình thường,,
đôi khi bị ngắt kết nối,tệ,,
Đối với em thì không có khó khăn gì trong quá trình tham gia học trực tuyến ,tốt,,
ít sự tương tác,tệ,,
Khó hiểu bài,tệ,,
mạng không ổn định,tệ,,
đôi khi mất ,tệ,,
Không có,bình thường,,
Học hơi khó tiếp thu kiến thức,tệ,,
nhiều lúc mất điện dễ mất buổi học,tệ,,
.,không liên quan,,
"Hàng xóm hay hát karaoke, wifi lag ",tệ,,
không có ,bình thường,,
"đường truyền internet không được ổn định , thường xuyên bị mất điện",tệ,,
ít sự tương tác,tệ,,
.,không liên quan,,
Đều ổn ạ,tốt,,
không có,bình thường,,
mất mạng ,tệ,,
"Hàng xóm hay hát karaoke, wifi lag ",tệ,,
Không có,bình thường,,
mạng thường xuyên không ổn định,tệ,,
lúc thi phải chụp ảnh ,tệ,,
không có,bình thường,,
đường truyền internet không được ổn định,tệ,,
ko,bình thường,,
Học hơi khó tiếp thu kiến thức,tệ,,
ít sự tương tác,tệ,,
"đường truyền đôi khi bị yếu,",tệ,,
Mạng không ổn định ,tệ,,
Đường truyền đôi khi không tốt,tệ,,
mạng thường xuyên không ổn định,tệ,,
không có,bình thường,,
ko,bình thường,,
"Mạng chậm, lúc nghe lúc không",tệ,,
Khong ,bình thường,,
Bình thường,bình thường,,
cúp điện kh học đc,tệ,,
không có,bình thường,,
không tương tác được nhiều với giáo viên,rất tệ,,
không,bình thường,,
"mạng yếu, 1 máy ",tệ,,
Không hỏi bạn bè được,tệ,,
Không có nhiều thời gian,tệ,,
Khong,bình thường,,
không có,bình thường,,
Khó tiếp thu bài,tệ,,
"Không được giao lưu và nói chuyện trực tiếp với các bạn, các anh chị.",rất tệ,,
Khó tương tác và tiếp thu bài ,tệ,,
buồn ngủ,tệ,,
Đôi khi khó hiểu,tệ,,
Mạng hay lag,tệ,,
hay quên giờ học,tệ,,
đã quen học tập theo phương pháp truyền thống,tệ,,
Không hiểu hết bài,rất tệ,,
hay quên giờ ,tệ,,
Cúp điện ,tệ,,
Khó tập trung,tệ,,
không được giao lưu trực tiếp với bạn bè giáo viên,tệ,,
Môi trường học không kích thích được sự chủ động và sáng tạo của học viên,rất tệ,,
dễ mất mạng,tệ,,
Đi lại,không liên quan,,
Mạng không ổn,tệ,,
khó hiểu hơn khi học trực tiếp trên trường,tệ,,
Khó tiếp thu hơn so với khi học trực tiếp.,tệ,,
"gây mỏi mắt khi sử dụng may tính lâu, internet kém",tệ,,
"Mạng lag, dựt",tệ,,
-Đôi khi mất điện và wifi xảy ra nên sẽ khó khăn để học online,tệ,,
đường truyền yếu,tệ,,
không,bình thường,,
tín hiệu mạng kém,tệ,,
Ít tập trung hơn,tệ,,
khó tập trung,tệ,,
Đường truyền mạng không ổn định,tệ,,
Không có,bình thường,,
Mạng lag,tệ,,
Tuyệt,tệ,,
Khó tiếp thu hết,tệ,,
It hiệu quả ,tệ,,
Kho hieu bai,tệ,,
Mạng không ổn định,tệ,,
Khó tiếp thu kiến thức,tệ,,
Đường truyền hay gặp vấn đề,tệ,,
Không tương tác trực tiếp giáo viên,tệ,,
không có,bình thường,,
Dễ buồn ngủ ,tệ,,
đường truyền internet,tệ,,
Không ,bình thường,,
"Ảnh hưởng nhiều đến mắt, hạn chế tương tác qua lại",tệ,,
Đôi lúc đường truyền yếu hoặc bị mất điện,tệ,,
không kết bạn được,tệ,,
"đường truyền yếu, mất điện",tệ,,
Mạng lag,tệ,,
Do thời gian khá sát với tiết nghỉ trưa (12h30) nên còn khá buồn ngủ và ít có thể tập trung ,rất tệ,,
đường truyền nhiều khi ko ổn định em ko hiểu bài,,,
Wifi yếu nên giảng viên giảng chữ có chữ không,tệ,,
Không có,bình thường,,
Chưa nạp đc kiến thức hết,tệ,,
Mạng yếu,tệ,,
mạng chập chờn,tệ,,
Khó tiêp thu bài giảng của giảng viên,tệ,,
"đường truyền không ổn định,thường xuyên bị rớt mạng",rất tệ,,
đường truyền mạng,tệ,,
Dễ bỏ lỡ bài giảng,tệ,,
Mạng lag,tệ,,
Không có,bình thường,,
Mạng hay yếu,tệ,,
đường truyền không ổn định,tệ,,
đường truyền không ổn định,tệ,,
khả năng tiếp thu bị hạn chế,tệ,,
khó hoạt động nhóm,tệ,,
Mạng yếu,tệ,,
Đường truyền Internet không ổn định,tệ,,
Không có,bình thường,,
khả năng tiếp thu thấp hơn,tệ,,
không,bình thường,,
mạng lag,tệ,,
không tương tác nhiều được với các bạn,tệ,,
Mạng cô hay bị giật,tệ,,
Không tương tác dc với bạn bè,tệ,,
không có,bình thường,,
K có,bình thường,,
Không thể tương tác trực tiếp,tệ,,
mạng yếu hay out lớp,tệ,,
Mạng không ổn định,tệ,,
mạng lag ,tệ,,
Cúp điện,tệ,,
ồn ào,tệ,,
hay ngủ quên ,tệ,,
Mạng lag nên có chút khó khăn.,tệ,,
nếu gặp môt số vấn đề về mạng hoăc các thiết bi sẽ ảnh hưởng đến quá trình hoc và quá trình thi,rất tệ,,
đường truyền internet ,tệ,,
không gian xung quanh khá ồn không tập trung học tập,tệ,,
khong,bình thường,,
Không,bình thường,,
không tập trung làm khó hiểu bài,tệ,,
bị mất tập trung,tệ,,
đường truyền yếu,tệ,,
Mạng không ổn định,tệ,,
Internet thỉnh thoảng bị gián đoạn,tệ,,
Đường truyền sập ,tệ,,
không có khó khăn gì,tốt,,
.,không liên quan,,
Học rất ổn nên không có khó khăn gì cả,tốt,,
không,bình thường,,
Khó hỏi bài,tệ,,
Mạng lag ,tệ,,
đường truyền internet,tệ,,
đường truyền internet,tệ,,
Khó tiếp thu bài,tệ,,
Khó hiểu bài hơn học trực tiếp,tệ,,
đường truyền đôi khi bị lỗi,tệ,,
"Ồn ào, không có sự tập trung, tín hiệu internet kém",tệ,,
khó tiếp thu,tệ,,
Chậm tiếp thu bài giảng,tệ,,
Dễ mất tập trung,tệ,,
"Đường truyền mạng kém, khó hiểu bài",tệ,,
Sập mạng cúp điện,tệ,,
Không có,bình thường,,
Không có,bình thường,,
Không có mạng,tệ,,
Ở quê hay bị cúp điện,tệ,,
Mạng k ổn định,tệ,,
đường truyền internet,tệ,,
Mạng không ổn định ,tệ,,
Không có,bình thường,,
Dễ ngủ,bình thường,,
Không có,bình thường,,
mạng yếu,tệ,,
Khó hỏi bài không tham gia trực tiếp với giảng viên và các bạn,tệ,,
mạng yếu,tệ,,
Không được gặp bạn bè ạ,tệ,,
Ít tương tác,tệ,,
Không có,bình thường,,
đường chuyền internet khôn ổn định,tệ,,
mạng yếu,tệ,,
Mạng yếu,tệ,,
internet không ổn định,tệ,,
hơi khó hiểu bài,tệ,,
khó tiếp thu bài giảng của GV ,tệ,,
Đường truyền không ổn định,tệ,,
Mạng yếu,tệ,,
không tương tác được nhiều,tệ,,
KHÔNG,bình thường,,
Không có khó khăn,tốt,,
Thiết bị còn nhiều thiết sót,tệ,,
khó tập trung,tệ,,
đường truyền internet,tệ,,
Lâu lâu có sự cố về đường truyền mạng gây ảnh hưởng đến quá trình học tập,rất tệ,,
"các sự cố về mạng, thiết bị học tập, kiến thức tiếp thu không hiệu quả",rất tệ,,
Đôi khi bị rớt mạng ,tệ,,
Thi thoảng rớt mạng,tệ,,
kết nối,tệ,,
Khó giao lưu với các bạn và giảng viên,tệ,,
"Mất tập trung,khó hiêu bài học hơn",tệ,,
đường truyền internet,tệ,,
Không có,bình thường,,
internet,không liên quan,,
wifi lag,tệ,,
Không được gặp thầy cô,tệ,,
Đôi khi mạng quá yếu không thể hiểu cô đang nói gì,tệ,,
Mạng mất điện ,tệ,,
gặp vấn đề về mạng,tệ,,
Sợ mất điện,tệ,,
đôi khi lỗi đường truyền,tệ,,
Không,bình thường,,
Wifi yếu,tệ,,
Không ,bình thường,,
Bị mất điện,tệ,,
không thể hiểu được như học off,tệ,,
internet hay bị chập chờn,tệ,,
Nhàm chán :)),tệ,,
không ,bình thường,,
sự cố internet,tệ,,
Mạng yếu,tệ,,
không,bình thường,,
khonng,bình thường,,
mang lac hay bị rớt,tệ,,
Mạng yếu hay gặp bất lợi,tệ,,
none,bình thường,,
Mạng kém ổn định,tệ,,
mạng bị lag,tệ,,
4g wifi phải ổn định,bình thường,,
Lag,tệ,,
"THỈNH THOẢNG mạng có chút chập chờn, nên e có bỏ lỡ 1 ít phần bài giảng",rất tệ,,
Không hiểu bài,tệ,,
Trục trặc điện,tệ,,
co mon kho hieu bai,tệ,,
đường truyền mạng không ổn định ,tệ,,
Khó tương tác,tệ,,
Khó tiếp thu ,tệ,,
Ngồi máy tính nhiều nên cột sống không ổn định,tệ,,
Không,bình thường,,
Bài tập nhiều ,tệ,,
Đường truyền chập chờn,tệ,,
Mạng đôi lúc không ổn định,tệ,,
Mạng yếu,tệ,,
.,không liên quan,,
Trao đổi,bình thường,,
dễ gặp nhiều trường hợp không mong muốn như mất điện,tệ,,
Không ,bình thường,,
K,bình thường,,
ít tương tác được với giáo viên,tệ,,
Đường truyền,tệ,,
"Thiết bị có vấn đề (mic,...) ; Mạng lag. ",tệ,,
không có,bình thường,,
"mạng yếu, nhiều bài",tệ,,
Mạng yếu,tệ,,
Đường truyền yếu,tệ,,
Tình trạng mạng ,tệ,,
.,không liên quan,,
Mạng lag,tệ,,
khong,bình thường,,
không,bình thường,,
Nhà mạng của nhà em không được ổn định nên đôi khi bị văng khỏi lớp,rất tệ,,
Đường truyền yếu ,tệ,,
Đường truyền internet không ổn định,tệ,,
không có khó khăn,tốt,,
đường truyền không ổn định,tệ,,
mạng yếu ,tệ,,
Mạng rớt,tệ,,
đường truyền internet,tệ,,
mạng không ổn định,tệ,,
Không có ,bình thường,,
no,tệ,,
Mạng kém ổn định,tệ,,
Mạng yếu,tệ,,
Ko,bình thường,,
"mạng yếu, cúp điện",tệ,,
thỉnh thoảng bị cúp điện ,tệ,,
Không có,bình thường,,
Lag,tệ,,
4g wifi phải ổn định,tệ,,
không có,bình thường,,
Khó tiếp thu,tệ,,
"Đường mạng không ổn định, có những bất cấp trong học tập, đã quen cách học trực tiếp",rất tệ,,
Mất điện đột xuất,tệ,,
khó hiểu bài,tệ,,
Khó tương tác,tệ,,
mạng yếu,tệ,,
rớt mạng,tệ,,
không có,bình thường,,
Không,bình thường,,
đường truyền mạng yếu,tệ,,
Mạng internet đôi lúc hơi yếu ,tệ,,
.,không liên quan,,
"rớt mạng, mất điện",tệ,,
Không.,,,
không có ,bình thường,,
trục trặc đường truyền mạng ,tệ,,
khó tương tác với giảng viên ,tệ,,
Đủ thứ,tệ,,
Khó tiếp thu bài ,tệ,,
không có,bình thường,,
no cmt,,,
khó tiếp cận,tệ,,
không,bình thường,,
đường truyền internet,tệ,,
hay mất mạng,tệ,,
KHÔNG CÓ ,bình thường,,
Không có,bình thường,,
Rớt mạng,tệ,,
Mạng yếu,tệ,,
K,bình thường,,
Ko được gặp giáo viên để trao đổi bài ,tệ,,
Không ,bình thường,,
đường truyền internet;,tệ,,
Mất điện mất mạng dễ mất bài ,tệ,,
KHÔNG,bình thường,,
Đường truyền mạng,tệ,,
Mạng lag,tệ,,
Ok,tốt,,
Lỗi camera ,tệ,,
không,bình thường,,
ko,bình thường,,
"Cúp điện ,mạg lg",tệ,,
Không,bình thường,,
Mạng kém ,tệ,,
Đường truyền ,bình thường,,
Không có,bình thường,,
Khó tiếp thu ,tệ,,
Ko có,bình thường,,
Mạng đôi lúc bị rớt,tệ,,
rớt mạng,tệ,,
Không,bình thường,,
mạng yếu lắc,tệ,,
mạng yếu,tệ,,
không có,bình thường,,
"hay mất mạng , k nghe rõ thầy cô giẩng bài",tệ,,
Ko có,bình thường,,
Không,bình thường,,
hay rớt mạng,tệ,,
đáp ứng của giảng viên,tệ,,
"đường truyền có vấn đề, k trao đổi trực tiếp với GV cũng như bạn học để làm bài",tệ,,
không ý kiến,tệ,,
mạng lag,tệ,,
không,bình thường,,
.,không liên quan,,
k có,bình thường,,
không,bình thường,,
Đường truyền internet,tệ,,
Bình thường,bình thường,,
Hay rớt mạng bớt chợt,tệ,,
đường truyền Internet,tệ,,
không,bình thường,,
Mất mạng,tệ,,
  ,không liên quan,,
đường truyển internet kém,tệ,,
mạng lag,tệ,,
Sợ mất kết nối mạng,tệ,,
Nhiều lúc cúp điện mạng yếu ảnh hưởng đến việc học online,tệ,,
Đường truyền internet,tệ,,
Không có,bình thường,,
Khó tiếp thu,tệ,,
Không có,bình thường,,
mất tập trung,tệ,,
đường truyền kém,tệ,,
không có khó khăn,tốt,,
Internet,không liên quan,,
không ,bình thường,,
Mạng không ổn định,tệ,,
chưa quen học truc tuyến,tệ,,
Mau hết pin khi học,tệ,,
Bình thường ,bình thường,,
Kết nối mạng không ổn định,tệ,,
Mạng vùng quê yếu ,tệ,,
vấn đề về mạng yếu,tệ,,
không có,bình thường,,
Khó thảo luận nhóm,tệ,,
K,bình thường,,
mạng yếu,tệ,,
Đường truyền không ổn định,tệ,,
Wifi nhà yếu,tệ,,
internet yếu,tệ,,
Mất mạng,tệ,,
kke,tốt,,
"Đôi khi đường truyền không ổn định, làm ảnh hưởng đến việc gián đoạn bài giảng",rất tệ,,
bị sự cố về mạng,tệ,,
không có sách,tệ,,
không ý kiến,tệ,,
Khó tương tác với giảng viên,tệ,,
Không,bình thường,,
không có,bình thường,,
không,bình thường,,
không có,bình thường,,
không,bình thường,,
kỹ năng sử dụng công nghệ để học tập trực tuyến,bình thường,,
ường truyền internet,tệ,,
Không,bình thường,,
tiếp thu kiến thức k đc tốt,tệ,,
không có ý kiến thêm,bình thường,,
không,bình thường,,
rớt mạng,tệ,,
Không có đủ tài liệu học tập,tệ,,
Internet,không liên quan,,
mạng kém,tệ,,
Khó tiếp thu,tệ,,
Không ý kiến ,bình thường,,
đường truyền mạng,tệ,,
không có,bình thường,,
Không được tương tác trực tiếp với giảng viên,tệ,,
Đường truyền internet kém,tệ,,
Thiết bị,bình thường,,
Đường truyền internet không được ổn định,tệ,,
Đôi lúc gặp vấn đề về mạng Internet,tệ,,
"Mạng yếu, ",tệ,,
Đã quen với phương pháp học tập truyền thống,tệ,,
đôi lúc mất mạng,tệ,,
Mạng yếu ảnh hưởng chất lượng học ,tệ,,
hay cúp điện,tệ,,
Rớt mạng,tệ,,
Mạng yếu,tệ,,
đường truyền internet không ổn định,tệ,,
hay rớt mạng ,tệ,,
Đôi lúc mạng yếu không nghe được thầy cô giảng dạy,tệ,,
Mạng dễ bị trục trặc,tệ,,
đường truyền internet,tệ,,
Khó trao đổi với giáo viên,tệ,,
Phải mua laptop,bình thường,,
Không có,bình thường,,
Khó hiểu bài,tệ,,
không có,bình thường,,
Chưa quen đc nhiều bạn,tệ,,
"Đường truyền internet không ổn định làm ảnh hưởng tới kết quả học tập của sinh viên, nhiều sv còn thủ động trong quá trình học tập.",tệ,,
Mạng internet không ổn định,tệ,,
không,bình thường,,
không có,bình thường,,
mạng thường gặp sự cố,tệ,,
không có,bình thường,,
mạng yếu,tệ,,
Đường mạng bất ổn,tệ,,
Không được gặp bạn,tệ,,
"Hết pin điện thoại , đôi lúc mạng lag ít được tương tác trực tiếp",rất tệ,,
Không có,bình thường,,
Đường truyền internet kém,tệ,,
Khôngg,bình thường,,
Khó tiếp thu hơn khi học trực tuyến,tệ,,
Học khó hiểu hơn so với học trực tiếp,tệ,,
Mạng ko ổn định,tệ,,
"Đường truyền internet, đáp ứng của giảng viên, năng lực tự học của bản thân",tệ,,
Dễ mất tập trung do môi trường nhà.,,,
Không có,bình thường,,
Đường truyền mạng khá yếu,tệ,,
Không được trao đổi trực tiếp với bạn bè thầy cô,tệ,,
"Mạng lag dẫn đến đứng máy hoặc out khỏi lớp, làm cản trở quá trình học vấn",rất tệ,,
Đường truyền internet không ổn định,tệ,,
Nhìu khó khăn,tệ,,
Đường truyền mạng không ổn định ,tệ,,
đôi khi ngắt internet,tệ,,
Mạng giật lag,tệ,,
Khó hỏi được bài giảng viên,tệ,,
phụ thuộc vào đường truyền mạng kém hay mạnh thì mới có thể nghe rõ thầy cô giảng bài,rất tệ,,
chưa tập trung,,,
không có,bình thường,,
Kết nối không ổn,tệ,,
Đường truyền yếu ,tệ,,
Đường truyền không ổn định ,tệ,,
đường truyền mạng chập chờn,tệ,,
đường truyền internet,tệ,,
ko có,bình thường,,
"đường truyền internet đôi lúc kém, tiếp xúc màn hình nhiều gây mỏi mắt và đau lưng",tệ,,
Mạng chậm,tệ,,
Không ,bình thường,,
Đường truyền mạng kém,tệ,,
mạng chập chờn,tệ,,
Mạng yếu,tệ,,
mạng yếu,tệ,,
không có,bình thường,,
mạng yếu,tệ,,
không,bình thường,,
mất điện,tệ,,
Mạng không ổn,tệ,,
Không hỏi bạn bè được,tệ,,
Kì có nhiều thời gian,tệ,,
Không,bình thường,,
Đôi khi cúp điện hay mưa to thì khó nghe,tệ,,
khó hiểu hơn khi học tại trường,tệ,,
hơi khó hiểu bài,tệ,,
không có,bình thường,,
"Không được giao lưu và nói chuyện trực tiếp với các bạn, các anh chị.",tệ,,
Khó hiểu bài,tệ,,
Ko có mạng,tệ,,
 không có,bình thường,,
"mạng yếu, 1 máy",tệ,,
hay quên giờ học,tệ,,
đường truyền đôi khi trục trặc dẫn đến gặp một số vấn đề xảy không mong muốn xảy ra ạ,rất tệ,,
đã quen học tập theo phương pháp truyền thống,tệ,,
gặp vấn đề về mạng,tệ,,
không tương tác được nhiều với giáo viên,tệ,,
Không hiểu hết bài,tệ,,
dễ mất mạng ,tệ,,
Không được gặp bạn bè ạ,tệ,,
đường chuyền internet khôn ổn định,tệ,,
Không có,bình thường,,
Thời gian đi lại,tệ,,
Môi trường học không kích thích được sự chủ động và sáng tạo của học viên.,rất tệ,,
Mạng yếu,tệ,,
interbet kh ổn định,tệ,,
Không có,bình thường,,
khó tiếp thu bài giảng ,tệ,,
Khó tiếp thu hơn so với khi học trực tiếp.,tệ,,
Khó tiếp thu bài giảng của giảng viên,tệ,,
KHÔNG,bình thường,,
"internet kém, mỏi mắt khi sử dụng máy tính lâu",tệ,,
có nhìu tiếng động,tệ,,
Không có khó khăn,tốt,,
- Đôi lúc sẽ mất điện hay wifi gây ảnh hưởng việc học online,tệ,,
Khó tiếp thu kiến thức ,tệ,,
"Mạng lag, dựt",tệ,,
không,bình thường,,
tín hiệu mạng kém,tệ,,
Thiết bị còn nhiều thiếu sót,tệ,,
Không có nhiều thời gian để hỏi thêm bài,tệ,,
Đường truyền mạng không ổn định,tệ,,
khó tập trung,tệ,,
Đường truyền hay gặp vấn đề,tệ,,
mất mạng,tệ,,
Tốt,tốt,,
không,bình thường,,
không,bình thường,,
Vui vẻ hơn,rất tốt,,
Khó tiếp thu hết,tệ,,
Sẽ ít tập trung hơn ,tệ,,
Mạng lag,tệ,,
Ít khó khăn,tệ,,
Đường truyền mạng hay gặp sự cố,tệ,,
không có,bình thường,,
Thường xuyên rớt mạng,tệ,,
Không tương tác trực tiếp với giáo viên,tệ,,
"Dễ bị mất tập trung, không hiệu quả như khi học trực tiếp.",tệ,,
Dễ buồn ngủ ,tệ,,
đường truyền không ổn định,tệ,,
Thời gian ,tệ,,
Khó hiểu bài ,bình thường,,
Mạng yếu nên rất hay bị out ra ngoài,tệ,,
Không được gặp ạ,tệ,,
Đôi khi đường truyền bị yếu hoặc bị mất điện,tệ,,
không kts bạn được,tệ,,
"đường truyền yếu, mất điện",tệ,,
Lag,tệ,,
đường truyền nhiều khi ko ổn định em ko hiểu bài,tệ,,
Không ,bình thường,,
Cup điện mạng yếu,tệ,,
internet đôi khi không ổn định,tệ,,
Ko nạp đc hết kiến thức,tệ,,
Không có,bình thường,,
"Mang lag, hơi khó hiểu",tệ,,
"Dạ đường truyền mạng đôi lúc bị chập chờn, môi trường học của em chưa được yên tĩnh ạ.",rất tệ,,
cúp điện kh học đc,tệ,,
mạng lag,tệ,,
Đường truyền không ổn định,tệ,,
Khó hỏi bài và gặp trực tiếp giảng viên và các bạn trong lớp,tệ,,
mạng wifi,tệ,,
Dễ bỏ lỡ bài giảng,tệ,,
Khó trao đổi với giáo viên về vấn đề bài học,tệ,,
đường truyền internet không ổn định,tệ,,
Lag,tệ,,
không tương tác được nhiều với các bạn cùng lớp,tệ,,
Mạng lag,tệ,,
Sập mạng,tệ,,
Không có,bình thường,,
Không có,bình thường,,
Tiếp thu chậm hơn so với học trực tiếp,tệ,,
 Ở quê hay bị cúp điện,tệ,,
Không được gặp bạn bè ,tệ,,
Mạng yếu,tệ,,
Đường truyền Internet không ổn định,tệ,,
Gặp sự cố về internet. ,tệ,,
đường truyền internet,tệ,,
Học giờ trưa nên hơi buồn ngủ,tệ,,
khả năng tiếp thu thấp hơn,tệ,,
sợ bị cúp điện khi kiểm tra,tệ,,
không,bình thường,,
Đường truyền trục trặc có vấn đề,rất tệ,,
Mạng không ổn định,tệ,,
mạng lag,tệ,,
không có khó khăn gì,tốt,,
Không có,bình thường,,
đường truyền internet,tệ,,
Khó hiểu,tệ,,
Không tương tác dc nhiều,tệ,,
K có,bình thường,,
hại mắt,tệ,,
không có,bình thường,,
"gặp các trục trặc về mạng, khó tiếp thu",tệ,,
về mất điện và nhà mạng,tệ,,
mạng yếu hay out bất chợt,tệ,,
đường truyền internet đôi khi không ổn định ,tệ,,
"Ồn ào, không có sự tập trung, tín hiệu internet kém, không đủ pin trong quá trình học",rất tệ,,
Wifi yếu ,tệ,,
Cúp điện,tệ,,
đường truyền mạng,tệ,,
không hiểu được như học off,tệ,,
không tương tác được nhiều,tệ,,
Đôi khi mạng lag nên có chút khó khăn về việc nghe giảng .,tệ,,
ko có ạ,tệ,,
mạng yếu mất điện,bình thường,,
đôi lúc mạng không ổn định,tệ,,
Ko được gặp gỡ bạn bè thầy cô để trao đổi học tập cũng như kĩ năng kinh nghiệm,tệ,,
khó tiếp thu kiến thức,tệ,,
khó tiếp thu 100% kiến thức,tệ,,
Internet k ổn định,tệ,,
Internet thỉnh thoảng bị gián đoạn,tệ,,
khó tập trung ,tệ,,
"Cúp điện, rớt mạng",tệ,,
thiếu sự tương tác,tệ,,
"các sự cố về mạng, thiết bị học tập, kiến thức tiếp thu không hiệu quả",rất tệ,,
Lâu lâu có sự cố về đường truyền mạng gây ảnh hưởng đến quá trình học tập,rất tệ,,
Sợ mất điện,tệ,,
Dễ bị rớt mạng trong quá trình học,tệ,,
kết nối,tệ,,
đôi khi mạng còn bị lag,tệ,,
Không có khó khăn gì ,tốt,,
đường truyền internet,tệ,,
Đường truyền internet,tệ,,
Học tại nhà nên ồn ào,tệ,,
Không,bình thường,,
đường truyền không ổn định,tệ,,
internet,không liên quan,,
đường truyền internet,tệ,,
Khó hiểu bài hơn học trực tiếp,tệ,,
Không,bình thường,,
Bị mất điện,tệ,,
đường truyền internet,tệ,,
dễ gặp sự cố,tệ,,
 ,không liên quan,,
Bình thường,bình thường,,
không hiệu quả về học tập,tệ,,
không có,bình thường,,
mất điện khi kiểm tra hay thi cử,tệ,,
Không có khó khăn,tốt,,
Đường truyền wifi yếu,tệ,,
Mạng yếu cản trở việc học,tệ,,
không khó khăn,tệ,,
Mạng bị chậm,tệ,,
Tiếng ồn,tệ,,
ko vui,tệ,,
Kết nối mạng chưa được tốt,tệ,,
đường truyền internet kém làm gián đoạn việc học,tệ,,
ko,bình thường,,
mạng wifi bị yếu quá trình học bị gián đoạn ,tệ,,
Đường truyền internet,tệ,,
Không ,bình thường,,
rớt mạng,tệ,,
Hay mất mạng,tệ,,
khó tập trung,tệ,,
Đã quen học tập theo phương pháp truyền thống,tệ,,
Tập trung,bình thường,,
Gặp trục trặc mạng ,tệ,,
Lâu lâu bị mất kết nối mạng,tệ,,
Không có,bình thường,,
Khó tập trung,tệ,,
đường truyền mạng ,tệ,,
kỹ năng sử dụng công nghệ khi học,tệ,,
Không có khó khăn đáng kể.,tốt,,
em chưa thấy khó khăn gì nhiều,tệ,,
Không có ý kiến,bình thường,,
Không trực tiếp,bình thường,,
đường truyền không ổn định,tệ,,
Không có,bình thường,,
Mạng yếu,tệ,,
"mạng bị lag, máy nóng",tệ,,
"Đường truyền Internet đôi khi không ổn định, mỏi mắt",tệ,,
"Mạng không ổn định , bị gián đoạn thường xuyên",tệ,,
Đôi khi nghe không rõ,tệ,,
Học được sự kiên định,tệ,,
"Máy lag , mạng yếu",tệ,,
 mạng yếu,tệ,,
Hay mất tập trung,tệ,,
khong co,bình thường,,
không có,bình thường,,
Mjang lag,tệ,,
Đường truyền mạng không ổn định,tệ,,
Không có,bình thường,,
Khó tương tác,tệ,,
giờ vô ca 1 sớm đối với sinh viên đi làm như em.,tệ,,
"đường truyền internet, thiết bị sử dụng",tệ,,
k có,bình thường,,
Không có tương tác trực tiếp được với mọi người,tệ,,
khong,bình thường,,
mạng yếu ,tệ,,
đường truyền không ổn định,tệ,,
buồn ngủ,tệ,,
Khó khăn trong quá trình trao đổi với giảng viên,tệ,,
Internet,không liên quan,,
vấn đề về internet,tệ,,
Tương tác giữa giáo viên và sinh viên,tệ,,
Khôgn có,bình thường,,
Dễ chán ,tệ,,
